trades,pnl,win_rate,pf,sharpe,max_dd,strategy,params
4090,-84965.0,30.391198044009784,0.9845782174695499,-0.07171811254148357,-389640.0,Exhaustion,"{'consecutive_bars': 3, 'target_rr': 3.0}"
6535,-586850.0,35.68477429227238,0.9258857932720693,-0.3712619618450521,-608290.0,Exhaustion,"{'consecutive_bars': 4, 'max_trades_per_day': 2}"
3957,-830095.5,37.57897397017943,0.8522449201907316,-0.9410653939162871,-867395.5,VWAP_MR,"{'deviation_mult': 1.5, 'stop_buffer_pts': 2.0}"
3601,-791015.0,34.54595945570675,0.8490089371270629,-0.9298502660957793,-827805.0,VWAP_MR,"{'deviation_mult': 2.0, 'stop_buffer_pts': 2.0}"
3007,-620382.5,31.925507149983375,0.863262887709634,-0.800378291960557,-699982.5,VWAP_MR,"{'deviation_mult': 2.5, 'stop_buffer_pts': 2.0}"
3601,-790175.0,28.991946681477366,0.8239472315149328,-1.0172254709416346,-826525.0,VWAP_MR,"{'deviation_mult': 2.0, 'stop_buffer_pts': 1.0}"
3601,-844770.5,38.98916967509025,0.8554805418402975,-0.926460910275022,-888480.5,VWAP_MR,"{'deviation_mult': 2.0, 'stop_buffer_pts': 3.0}"
3957,-928562.0,33.864038412939095,0.8418933526510808,-1.0542167654413799,-955367.0,VWAP_MR,"{'deviation_mult': 1.5, 'use_rr_target': True, 'target_rr': 2.0}"
3601,-865682.0,29.43626770341572,0.84427140907893,-0.9575238988718877,-936397.5,VWAP_MR,"{'deviation_mult': 2.0, 'use_rr_target': True, 'target_rr': 3.0}"
4000,-817300.5,37.85,0.8552662860524722,-0.9195636753841007,-854600.5,VWAP_MR,"{'deviation_mult': 1.5, 'entry_start': 935, 'entry_end': 1530}"
